NO,나이,이직여부,출장빈도,일급여,부서,출근거리,학력수준,전공,직원수,고유번호,환경만족도,성별,시급,직무참여도,직급,직무,직무만족도,결혼여부,월급,월급여총액,근무회사수,18세이상,초과근무여부,급여인상비율,성과평가등급,동료관계만족도,표준근무시간,주식옵션수준,근무연수,교육횟수,워라밸만족도,회사근무기간,현재역할근무기간,승진경과기간,현재관리자와근무기간,이름
484,34,N,적음,1130,연구개발,3,3,생명과학,1,1658,4,여자,66,3,2,분석가,2,이혼,5433,19332,1,Y,N,12,3,3,80,1,11,2,3,11,8,7,9,김처저
485,49,N,적음,465,연구개발,6,1,생명과학,1,1661,3,여자,41,2,4,의료 담당자,3,결혼,13966,11652,2,Y,Y,19,3,2,80,1,30,3,3,15,11,2,12,유은이
486,36,N,없음,894,연구개발,1,4,의학,1,1662,4,여자,33,2,2,제조 디렉터,3,결혼,4374,15411,0,Y,N,15,3,3,80,0,4,6,3,3,2,1,2,김주라
487,54,N,적음,584,연구개발,22,5,의학,1,1665,2,여자,91,3,4,매니저,3,결혼,17426,18685,3,Y,N,25,4,3,80,1,36,6,3,10,8,4,7,이도라
488,31,N,적음,1112,판매,5,4,생명과학,1,1673,1,여자,67,3,2,영업사원,4,결혼,5476,22589,1,Y,N,11,3,1,80,2,10,2,3,10,0,0,2,류하리
489,49,N,적음,464,연구개발,16,3,의학,1,1674,4,여자,74,3,1,연구원,1,이혼,2587,24941,4,Y,Y,16,3,2,80,1,17,2,2,2,2,2,2,차하하
490,38,N,많음,148,연구개발,2,3,의학,1,1675,4,여자,42,2,1,연구원,2,미혼,2440,23826,1,Y,N,22,4,2,80,0,4,3,3,4,3,3,3,윤서지
491,47,N,적음,1225,판매,2,4,생명과학,1,1676,2,여자,47,4,4,매니저,2,이혼,15972,21086,6,Y,N,14,3,3,80,3,29,2,3,3,2,1,2,김지경
492,33,N,없음,530,판매,16,3,생명과학,1,1681,3,여자,36,3,2,영업사원,4,이혼,5368,16130,1,Y,Y,25,4,3,80,1,7,2,3,6,5,1,2,강하하
493,44,N,적음,528,인적자원,1,3,생명과학,1,1683,3,여자,44,3,1,인적자원,4,이혼,3195,4167,4,Y,Y,18,3,1,80,3,8,2,3,2,2,2,2,박시하
494,38,N,적음,1495,연구개발,4,2,의학,1,1687,4,여자,87,3,1,연구원,3,결혼,3306,26176,7,Y,N,19,3,4,80,1,7,5,2,0,0,0,0,황수미
495,48,Y,많음,708,판매,7,2,의학,1,1691,4,여자,95,3,1,영업 담당자,3,결혼,2655,11740,2,Y,Y,11,3,3,80,2,19,3,3,9,7,7,7,이예아
496,34,N,적음,678,연구개발,19,3,생명과학,1,1701,2,여자,35,2,1,분석가,4,결혼,2929,20338,1,Y,N,12,3,2,80,0,10,3,3,10,9,8,7,노소은
497,44,N,적음,921,연구개발,2,3,생명과학,1,1703,3,여자,96,4,3,의료 담당자,4,결혼,7879,14810,1,Y,Y,19,3,2,80,1,9,2,3,8,7,6,7,박주서
498,29,N,적음,1082,연구개발,9,4,의학,1,1709,4,여자,43,3,1,연구원,3,결혼,2974,25412,9,Y,N,17,3,3,80,1,9,2,3,5,3,1,2,김주미
499,36,N,적음,530,판매,2,4,생명과학,1,1710,3,여자,51,3,2,영업 담당자,4,미혼,4502,7439,3,Y,N,15,3,3,80,0,17,2,2,13,7,6,7,홍하은
500,45,N,적음,1005,연구개발,28,2,기술학위,1,1719,4,여자,48,2,4,연구 디렉터,2,미혼,16704,17119,1,Y,N,11,3,3,80,0,21,2,3,21,6,8,6,정서서
501,40,N,적음,369,연구개발,8,2,생명과학,1,1724,2,여자,92,3,2,제조 디렉터,1,결혼,6516,5041,2,Y,Y,16,3,2,80,1,18,3,3,1,0,0,0,이서은
502,23,N,적음,160,연구개발,4,1,의학,1,1735,3,여자,51,3,1,연구원,2,미혼,3295,12862,1,Y,N,13,3,3,80,0,3,3,1,3,2,1,2,장도리
503,31,N,많음,163,연구개발,24,1,기술학위,1,1736,4,여자,30,3,2,제조 디렉터,4,미혼,5238,6670,2,Y,N,20,4,4,80,0,9,3,2,5,4,1,4,최근연
504,45,N,적음,176,인적자원,4,3,생명과학,1,1744,3,여자,56,1,3,인적자원,3,결혼,9756,6595,4,Y,N,21,4,3,80,2,9,2,4,5,0,0,3,송지하
505,30,N,많음,1312,연구개발,2,4,기술학위,1,1745,4,여자,78,2,1,분석가,1,미혼,4968,26427,0,Y,N,16,3,4,80,0,10,2,3,9,7,0,7,장연하
506,30,Y,많음,600,인적자원,8,3,인적자원,1,1747,3,여자,66,2,1,인적자원,4,이혼,2180,9732,6,Y,N,11,3,3,80,1,6,0,2,4,2,1,2,남서연
507,27,N,적음,1054,연구개발,8,3,의학,1,1751,3,여자,67,3,1,분석가,4,미혼,3445,6152,1,Y,N,11,3,3,80,0,6,5,2,6,2,1,4,이미하
508,29,Y,적음,428,판매,9,3,마케팅,1,1752,2,여자,52,1,1,영업 담당자,2,미혼,2760,14630,1,Y,N,13,3,3,80,0,2,3,3,2,2,2,2,윤다이
509,33,N,없음,1283,판매,2,3,마케팅,1,1756,4,여자,62,3,2,영업사원,2,미혼,5147,10697,8,Y,N,15,3,4,80,0,13,2,2,11,7,1,7,양유비
510,49,N,적음,1313,판매,11,4,마케팅,1,1757,4,여자,80,3,2,영업사원,4,미혼,4507,8191,3,Y,N,12,3,3,80,0,8,1,4,5,1,0,4,조소하
511,33,Y,적음,211,판매,16,3,생명과학,1,1758,1,여자,74,3,3,영업사원,1,미혼,8564,10092,2,Y,Y,20,4,3,80,0,11,2,2,0,0,0,0,이보미
512,38,N,많음,594,연구개발,2,2,의학,1,1760,3,여자,75,2,1,연구원,2,결혼,2468,15963,4,Y,N,14,3,2,80,1,9,4,2,6,1,0,5,강수연
513,29,N,적음,590,연구개발,4,3,기술학위,1,1762,4,여자,91,2,1,분석가,1,이혼,2109,10007,1,Y,N,13,3,3,80,1,1,2,3,1,0,0,0,김은예
514,53,N,없음,661,연구개발,1,4,의학,1,1775,1,여자,60,2,4,제조 디렉터,3,결혼,12965,22308,4,Y,Y,20,4,4,80,3,27,2,2,3,2,0,2,김세영
515,34,N,적음,511,판매,3,2,생명과학,1,1779,4,여자,32,1,2,영업사원,4,미혼,6029,25353,5,Y,N,12,3,1,80,0,6,3,3,2,2,2,2,정지하
516,38,N,적음,1153,연구개발,6,2,기타,1,1782,4,여자,40,2,1,연구원,3,결혼,3702,16376,1,Y,N,11,3,2,80,1,5,3,3,5,4,0,4,김다연
517,22,Y,적음,1294,연구개발,8,1,의학,1,1783,3,여자,79,3,1,연구원,1,결혼,2398,15999,1,Y,Y,17,3,3,80,0,1,6,3,1,0,0,0,김수연
518,31,N,적음,196,판매,29,4,마케팅,1,1784,1,여자,91,2,2,영업사원,4,결혼,5468,13402,1,Y,N,14,3,1,80,2,13,3,3,12,7,5,7,최지시
519,51,N,적음,942,연구개발,3,3,기술학위,1,1786,1,여자,53,3,3,매니저,3,결혼,13116,22984,2,Y,N,11,3,4,80,0,15,2,3,2,2,2,2,서도미
520,40,N,적음,616,연구개발,2,2,생명과학,1,1802,3,여자,99,3,1,연구원,1,결혼,3377,25605,4,Y,N,17,3,4,80,1,7,5,2,4,3,0,2,이가은
521,41,N,적음,796,판매,4,1,마케팅,1,1815,3,여자,81,3,3,영업사원,3,이혼,10447,26458,0,Y,Y,13,3,4,80,1,23,3,4,22,14,13,5,정지경
522,30,N,적음,1092,연구개발,10,3,의학,1,1816,1,여자,64,3,3,제조 디렉터,3,미혼,9667,2739,9,Y,N,14,3,2,80,0,9,3,3,7,7,0,2,박은서
523,26,Y,적음,920,인적자원,20,2,의학,1,1818,4,여자,69,3,1,인적자원,2,결혼,2148,6889,0,Y,Y,11,3,3,80,0,6,3,3,5,1,1,4,선하련
524,46,Y,적음,261,연구개발,21,2,의학,1,1821,4,여자,66,3,2,의료 담당자,2,결혼,8926,10842,4,Y,N,22,4,4,80,1,13,2,4,9,7,3,7,서소이
525,40,N,적음,1194,연구개발,1,3,생명과학,1,1822,3,여자,52,3,2,의료 담당자,4,이혼,6513,9060,4,Y,N,17,3,4,80,1,12,3,3,5,3,0,3,양보수
526,47,N,적음,1001,연구개발,4,3,생명과학,1,1827,3,여자,92,2,3,제조 디렉터,2,이혼,10333,19271,8,Y,Y,12,3,3,80,1,28,4,3,22,11,14,10,이시리
527,40,N,적음,750,연구개발,12,3,생명과학,1,1829,2,여자,47,3,2,의료 담당자,1,이혼,4448,10748,2,Y,N,12,3,2,80,1,15,3,3,7,4,7,7,김미경
528,54,N,적음,431,연구개발,7,4,의학,1,1830,4,여자,68,3,2,분석가,4,결혼,6854,15696,4,Y,N,15,3,2,80,1,14,2,2,7,1,1,7,김윤은
529,31,N,많음,1125,판매,7,4,마케팅,1,1833,1,여자,68,3,3,영업사원,1,결혼,9637,8277,2,Y,N,14,3,4,80,2,9,3,3,3,2,2,2,허최연
530,28,N,적음,1217,연구개발,1,3,의학,1,1834,3,여자,67,3,1,분석가,1,결혼,3591,12719,1,Y,N,25,4,3,80,1,3,3,3,3,2,1,2,전지하
531,38,N,적음,723,판매,2,4,마케팅,1,1835,2,여자,77,1,2,영업 담당자,4,결혼,5405,4244,2,Y,Y,20,4,1,80,2,20,4,2,4,2,0,3,장윤리
532,18,N,없음,1431,연구개발,14,3,의학,1,1839,2,여자,33,3,1,분석가,3,미혼,1514,8018,1,Y,N,16,3,3,80,0,0,4,1,0,0,0,0,임유연
533,45,N,없음,589,판매,2,4,생명과학,1,1845,3,여자,67,3,2,영업사원,3,결혼,5154,19665,4,Y,N,22,4,2,80,2,10,3,4,8,7,5,7,오세은
534,36,N,적음,430,연구개발,2,4,기타,1,1847,4,여자,73,3,2,분석가,2,결혼,6962,19573,4,Y,Y,22,4,4,80,1,15,2,3,1,0,0,0,최예리
535,27,N,많음,1297,연구개발,5,2,생명과학,1,1850,4,여자,53,3,1,연구원,4,미혼,2379,19826,0,Y,Y,14,3,3,80,0,6,3,2,5,4,0,2,정이비
536,47,N,적음,207,연구개발,9,4,생명과학,1,1856,2,여자,64,3,1,연구원,3,미혼,2105,5411,4,Y,N,12,3,3,80,0,7,2,3,2,2,2,0,김다윤
537,46,N,적음,1319,판매,3,3,기술학위,1,1863,1,여자,45,4,4,영업사원,1,이혼,13225,7739,2,Y,N,12,3,4,80,1,25,5,3,19,17,2,8,신가이
538,27,N,적음,728,판매,23,1,의학,1,1864,2,여자,36,2,2,영업 담당자,3,결혼,3540,7018,1,Y,N,21,4,4,80,1,9,5,3,9,8,5,8,서하은
539,43,N,적음,823,연구개발,6,3,의학,1,1866,1,여자,81,2,5,매니저,3,결혼,19392,22539,7,Y,N,13,3,4,80,0,21,2,3,16,12,6,14,곽재전
540,46,Y,적음,1254,판매,10,3,생명과학,1,1869,3,여자,64,3,3,영업사원,2,결혼,7314,14011,5,Y,N,21,4,3,80,3,14,2,3,8,7,0,7,이유하
541,27,N,많음,1131,연구개발,15,3,생명과학,1,1870,4,여자,77,2,1,분석가,1,결혼,4774,23844,0,Y,N,19,3,4,80,1,8,2,2,7,6,7,3,위하원
542,28,N,적음,1172,판매,3,3,의학,1,1875,2,여자,78,3,1,영업 담당자,2,결혼,2856,3692,1,Y,N,19,3,4,80,1,1,3,3,1,0,0,0,전지미
543,36,N,적음,1266,판매,10,4,기술학위,1,1880,2,여자,63,2,2,영업사원,3,결혼,5673,6060,1,Y,Y,13,3,1,80,1,10,4,3,10,9,1,7,전수하
544,35,N,적음,219,연구개발,16,2,기타,1,1886,4,여자,44,2,2,제조 디렉터,2,결혼,4788,25388,0,Y,Y,11,3,4,80,0,4,2,3,3,2,0,2,최수지
545,45,N,적음,556,연구개발,25,2,생명과학,1,1888,2,여자,93,2,2,제조 디렉터,4,결혼,5906,23888,0,Y,N,13,3,4,80,2,10,2,2,9,8,3,8,조하미
546,26,N,적음,482,연구개발,1,2,생명과학,1,1893,2,여자,90,2,1,분석가,3,결혼,2933,14908,1,Y,Y,13,3,3,80,1,1,3,2,1,0,1,0,정예하
547,27,N,적음,511,판매,2,2,의학,1,1898,1,여자,89,4,2,영업사원,3,미혼,6500,26997,0,Y,N,14,3,2,80,0,9,5,2,8,7,0,7,김유하
548,48,N,많음,117,연구개발,22,3,의학,1,1900,4,여자,58,3,4,매니저,4,이혼,17174,2437,3,Y,N,11,3,2,80,1,24,3,3,22,17,4,7,우새하
549,41,N,적음,337,판매,8,3,마케팅,1,1909,3,여자,54,3,2,영업사원,2,결혼,4393,26841,5,Y,N,21,4,3,80,1,14,3,3,5,4,1,4,김채저
550,31,N,적음,1079,판매,10,2,의학,1,1912,3,여자,86,3,2,영업사원,4,이혼,6583,20115,2,Y,Y,11,3,4,80,1,8,2,3,5,2,1,4,유수이
551,34,N,적음,735,판매,3,1,의학,1,1915,4,여자,75,2,2,영업사원,4,결혼,8103,16495,3,Y,Y,12,3,3,80,0,9,3,2,4,2,0,1,강미비
552,31,N,적음,471,연구개발,4,3,의학,1,1916,1,여자,62,4,1,연구원,3,이혼,3978,16031,8,Y,N,12,3,2,80,1,4,0,2,2,2,2,2,추도연
553,39,N,없음,1251,판매,21,4,생명과학,1,1929,1,여자,32,1,2,영업사원,3,결혼,5736,3987,6,Y,N,19,3,3,80,1,10,1,3,3,2,1,2,양슨지
554,28,Y,적음,1475,판매,13,2,마케팅,1,1933,4,여자,84,3,2,영업사원,3,미혼,9854,23352,3,Y,Y,11,3,4,80,0,6,0,3,2,0,2,2,권지우
555,56,N,적음,1443,판매,11,5,마케팅,1,1935,4,여자,89,2,2,영업사원,1,결혼,5380,20328,4,Y,N,16,3,3,80,1,6,3,3,0,0,0,0,조하리
556,38,N,많음,1394,연구개발,8,3,의학,1,1937,4,여자,58,2,2,분석가,2,이혼,2133,18115,1,Y,Y,16,3,3,80,1,20,3,3,20,11,0,7,엄저연
557,58,N,적음,605,판매,21,3,생명과학,1,1938,4,여자,72,3,4,매니저,4,결혼,17875,11761,4,Y,Y,13,3,3,80,1,29,2,2,1,0,0,0,황상원
558,32,Y,많음,238,연구개발,5,2,생명과학,1,1939,1,여자,47,4,1,분석가,3,미혼,2432,15318,3,Y,Y,14,3,1,80,0,8,2,3,4,1,0,3,김미영
559,27,Y,많음,1337,인적자원,22,3,인적자원,1,1944,1,여자,58,2,1,인적자원,2,결혼,2863,19555,1,Y,N,12,3,1,80,0,1,2,3,1,0,0,0,한유정
560,32,N,없음,1146,연구개발,15,4,의학,1,1955,3,여자,34,3,2,의료 담당자,4,이혼,6667,16542,5,Y,N,18,3,2,80,1,9,6,3,5,1,1,2,강지연
561,35,N,적음,1224,판매,7,4,생명과학,1,1962,3,여자,55,3,2,영업사원,4,결혼,5204,13586,1,Y,Y,11,3,4,80,0,10,2,3,10,8,0,9,김재원
562,54,N,적음,155,연구개발,9,2,생명과학,1,1969,1,여자,67,3,2,분석가,3,결혼,2897,22474,3,Y,N,11,3,3,80,2,9,6,2,4,3,2,3,신하연
563,31,N,적음,1276,연구개발,2,1,의학,1,1974,4,여자,59,1,1,연구원,4,이혼,1129,17536,1,Y,Y,11,3,3,80,3,1,4,3,1,0,0,0,백서하
564,31,N,없음,697,연구개발,10,3,의학,1,1979,3,여자,40,3,3,연구 디렉터,3,결혼,11031,26862,4,Y,N,20,4,3,80,1,13,2,4,11,7,4,8,구서하
565,54,N,적음,157,연구개발,10,3,의학,1,1980,3,여자,77,3,2,제조 디렉터,1,미혼,4440,25198,6,Y,Y,19,3,4,80,0,9,3,3,5,2,1,4,배다미
566,40,N,많음,692,연구개발,11,3,기술학위,1,1985,4,여자,73,3,2,연구원,3,결혼,6323,26849,1,Y,N,11,3,1,80,1,10,2,4,10,9,9,4,김소영
567,40,N,적음,444,판매,2,2,마케팅,1,1986,2,여자,92,3,2,영업사원,2,결혼,5677,4258,3,Y,N,14,3,3,80,1,15,4,3,11,8,5,10,김가연
568,25,N,적음,309,인적자원,2,3,인적자원,1,1987,3,여자,82,3,1,인적자원,2,결혼,2187,19655,4,Y,N,14,3,3,80,0,6,3,3,2,0,1,2,박하지
569,47,N,없음,1162,연구개발,1,1,의학,1,2000,3,여자,98,3,3,연구 디렉터,2,결혼,11957,17231,0,Y,N,18,3,1,80,2,14,3,1,13,8,5,12,윤미지
570,33,N,적음,501,연구개발,15,2,의학,1,2009,2,여자,95,3,2,의료 담당자,4,결혼,4878,21653,0,Y,Y,13,3,1,80,1,10,6,3,9,7,8,1,박다하
571,32,N,적음,267,연구개발,29,4,생명과학,1,2010,3,여자,49,2,1,연구원,2,미혼,2837,15919,1,Y,N,13,3,3,80,0,6,3,3,6,2,4,1,차예지
572,38,N,적음,201,연구개발,10,3,의학,1,2015,2,여자,99,1,3,연구 디렉터,3,결혼,13206,3376,3,Y,N,12,3,1,80,1,20,3,3,18,16,1,11,이주은
573,32,N,적음,801,판매,1,4,마케팅,1,2016,3,여자,48,3,3,영업사원,4,결혼,10422,24032,1,Y,N,19,3,3,80,2,14,3,3,14,10,5,7,이저하
574,37,N,적음,161,연구개발,10,3,생명과학,1,2017,3,여자,42,4,3,연구 디렉터,4,결혼,13744,15471,1,Y,Y,25,4,1,80,1,16,2,3,16,11,6,8,강서주
575,25,N,적음,1382,판매,8,2,기타,1,2018,1,여자,85,3,2,영업사원,3,이혼,4907,13684,0,Y,Y,22,4,2,80,1,6,3,2,5,3,0,4,이윤경
576,36,N,적음,557,판매,3,3,의학,1,2024,1,여자,94,2,3,영업사원,4,결혼,7644,12695,0,Y,N,19,3,3,80,2,10,2,3,9,7,3,4,박유아
577,36,N,많음,688,연구개발,4,2,생명과학,1,2025,4,여자,97,3,2,제조 디렉터,2,이혼,5131,9192,7,Y,N,13,3,2,80,3,18,3,3,4,2,0,2,이주윤
578,41,N,적음,582,연구개발,28,4,생명과학,1,2034,1,여자,60,2,4,제조 디렉터,2,결혼,13570,5640,0,Y,N,23,4,3,80,1,21,3,3,20,7,0,10,조저이
579,34,N,적음,704,판매,28,3,마케팅,1,2035,4,여자,95,2,2,영업사원,3,결혼,6712,8978,1,Y,N,21,4,4,80,2,8,2,3,8,7,1,7,임세원
580,35,N,적음,1146,인적자원,26,4,생명과학,1,2040,3,여자,31,3,3,인적자원,4,미혼,8837,16642,1,Y,Y,16,3,3,80,0,9,2,3,9,0,1,7,이예원
581,38,N,적음,345,판매,10,2,생명과학,1,2041,1,여자,100,3,2,영업사원,4,결혼,5343,5982,1,Y,N,11,3,3,80,1,10,1,3,10,7,1,9,정다은
582,36,N,적음,1120,판매,11,4,마케팅,1,2045,2,여자,100,2,2,영업사원,4,결혼,6652,14369,4,Y,N,13,3,1,80,1,8,2,2,6,3,0,0,유시윤
583,45,N,적음,374,판매,20,3,생명과학,1,2046,4,여자,50,3,2,영업사원,3,미혼,4850,23333,8,Y,N,15,3,3,80,0,8,3,3,5,3,0,1,윤채미
584,40,N,적음,1194,연구개발,2,4,의학,1,2051,3,여자,98,3,1,분석가,3,결혼,2001,12549,2,Y,N,14,3,2,80,3,20,2,3,5,3,0,2,강채란
585,35,N,적음,287,연구개발,1,4,생명과학,1,2052,3,여자,62,1,1,분석가,4,결혼,2977,8952,1,Y,N,12,3,4,80,1,4,5,3,4,3,1,1,김하령
586,29,N,적음,468,연구개발,28,4,의학,1,2054,4,여자,73,2,1,분석가,1,미혼,3785,8489,1,Y,N,14,3,2,80,0,5,3,1,5,4,0,4,정하미
587,39,N,적음,722,판매,24,1,마케팅,1,2056,2,여자,60,2,4,영업사원,4,결혼,12031,8828,0,Y,N,11,3,1,80,1,21,2,2,20,9,9,6,김사수
588,26,N,적음,1167,판매,5,3,기타,1,2060,4,여자,30,2,1,영업 담당자,3,미혼,2966,21378,0,Y,N,18,3,4,80,0,5,2,3,4,2,0,0,유수비
589,49,N,많음,279,연구개발,8,1,생명과학,1,2,3,남자,61,2,2,분석가,2,결혼,5130,24907,1,Y,N,23,4,4,80,1,10,3,3,10,7,1,7,서운성
590,37,Y,적음,1373,연구개발,2,2,기타,1,4,4,남자,92,2,1,연구원,3,미혼,2090,2396,6,Y,Y,15,3,2,80,0,7,3,3,0,0,0,0,신정우
591,27,N,적음,591,연구개발,2,1,의학,1,7,1,남자,40,3,1,연구원,2,결혼,3468,16632,9,Y,N,12,3,4,80,1,6,3,3,2,2,2,2,이창미
592,32,N,많음,1005,연구개발,2,2,생명과학,1,8,4,남자,79,3,1,연구원,4,미혼,3068,11864,0,Y,N,13,3,3,80,0,8,2,2,7,7,3,6,김병근
593,30,N,적음,1358,연구개발,24,1,생명과학,1,11,4,남자,67,3,1,연구원,3,이혼,2693,13335,1,Y,N,22,4,2,80,1,1,2,3,1,0,0,0,송재하
594,38,N,많음,216,연구개발,23,3,생명과학,1,12,4,남자,44,2,3,제조 디렉터,3,미혼,9526,8787,0,Y,N,21,4,2,80,0,10,2,3,9,7,1,8,김영연
595,36,N,적음,1299,연구개발,27,3,의학,1,13,3,남자,94,3,2,의료 담당자,3,결혼,5237,16577,6,Y,N,13,3,2,80,2,17,3,2,7,7,7,7,임혀균
596,35,N,적음,809,연구개발,16,3,의학,1,14,1,남자,84,4,1,연구원,2,결혼,2426,16479,0,Y,N,13,3,3,80,1,6,5,3,5,4,0,3,이원하
597,31,N,적음,670,연구개발,26,1,생명과학,1,16,1,남자,31,3,1,분석가,3,이혼,2911,15170,1,Y,N,17,3,4,80,1,5,1,2,5,2,4,3,윤덩원
598,34,N,적음,1346,연구개발,19,2,의학,1,18,2,남자,93,3,1,연구원,4,이혼,2661,8758,0,Y,N,11,3,3,80,1,3,2,3,2,2,1,2,남혀하
599,28,Y,적음,103,연구개발,24,3,생명과학,1,19,3,남자,50,2,1,연구원,3,미혼,2028,12947,5,Y,Y,14,3,2,80,0,6,4,3,4,2,0,3,성재미
600,32,N,적음,334,연구개발,5,2,생명과학,1,21,1,남자,80,4,1,분석가,2,이혼,3298,15053,0,Y,Y,12,3,4,80,2,7,5,2,6,2,0,5,신혀연
601,22,N,없음,1123,연구개발,16,2,의학,1,22,4,남자,96,4,1,연구원,4,이혼,2935,7324,1,Y,Y,13,3,2,80,2,1,2,2,1,0,0,0,김유수
602,38,N,적음,371,연구개발,2,3,생명과학,1,24,4,남자,45,3,1,분석가,4,미혼,3944,4306,5,Y,Y,11,3,3,80,0,6,3,3,3,2,1,2,문응연
603,36,Y,적음,1218,판매,9,4,생명과학,1,27,3,남자,82,2,1,영업 담당자,1,미혼,3407,6986,7,Y,N,23,4,2,80,0,10,4,3,5,3,0,3,송대주
604,21,N,적음,391,연구개발,15,2,생명과학,1,30,3,남자,96,3,1,분석가,4,미혼,1232,19281,1,Y,N,14,3,4,80,0,0,6,3,0,0,0,0,이영하
605,34,Y,적음,699,연구개발,6,1,의학,1,31,2,남자,83,3,1,분석가,1,미혼,2960,17102,2,Y,N,11,3,3,80,0,8,2,3,4,2,1,3,이영이
606,42,N,적음,691,판매,8,4,마케팅,1,35,3,남자,48,3,2,영업사원,2,결혼,6825,21173,0,Y,N,11,3,4,80,1,10,2,3,9,7,4,2,이성몬
607,33,N,적음,924,연구개발,2,3,의학,1,39,3,남자,78,3,1,연구원,4,미혼,2496,6670,4,Y,N,11,3,4,80,0,7,3,3,1,1,0,0,최성하
608,44,N,적음,1459,연구개발,10,4,기타,1,40,4,남자,41,3,2,의료 담당자,4,결혼,6465,19121,2,Y,Y,13,3,4,80,0,9,5,4,4,2,1,3,이연원
609,30,N,적음,125,연구개발,9,2,의학,1,41,4,남자,83,2,1,연구원,3,미혼,2206,16117,1,Y,N,13,3,1,80,0,10,5,3,10,0,1,8,이혀피
610,39,Y,적음,895,판매,5,3,기술학위,1,42,4,남자,56,3,2,영업 담당자,4,결혼,2086,3335,3,Y,N,14,3,3,80,1,19,6,4,1,0,0,0,최이선
611,24,Y,적음,813,연구개발,1,3,의학,1,45,2,남자,61,3,1,분석가,4,결혼,2293,3020,2,Y,Y,16,3,1,80,1,6,2,2,2,0,2,0,김승성
612,50,Y,적음,869,판매,3,2,마케팅,1,47,1,남자,86,2,1,영업 담당자,3,결혼,2683,3810,1,Y,Y,14,3,3,80,0,3,2,3,3,2,0,2,황수완
613,35,N,적음,464,연구개발,4,2,기타,1,53,3,남자,75,3,1,연구원,4,이혼,1951,10910,1,Y,N,12,3,3,80,1,1,3,3,1,0,0,0,이운지
614,26,Y,적음,1357,연구개발,25,3,생명과학,1,55,1,남자,48,1,1,연구원,3,미혼,2293,10558,1,Y,N,12,3,3,80,0,1,2,2,1,0,0,1,이지제
615,27,N,많음,994,판매,8,3,생명과학,1,56,4,남자,37,3,3,영업사원,3,미혼,8726,2975,1,Y,N,15,3,4,80,0,9,0,3,9,8,1,7,한동지
616,34,N,없음,1065,판매,23,4,마케팅,1,60,2,남자,72,3,2,영업사원,3,미혼,4568,10034,0,Y,N,20,4,3,80,0,10,2,3,9,5,8,7,이벙규
617,37,N,적음,408,연구개발,19,2,생명과학,1,61,2,남자,73,3,1,분석가,2,결혼,3022,10227,4,Y,N,21,4,1,80,0,8,1,3,1,0,0,0,정정주
618,46,N,많음,1211,판매,5,4,마케팅,1,62,1,남자,98,3,2,영업사원,4,미혼,5772,20445,4,Y,Y,21,4,3,80,0,14,4,3,9,6,0,8,조창하
619,35,N,적음,1229,연구개발,8,1,생명과학,1,63,4,남자,36,4,1,연구원,4,결혼,2269,4892,1,Y,N,19,3,4,80,0,1,2,3,1,0,0,1,김원하
620,48,Y,적음,626,연구개발,1,2,생명과학,1,64,1,남자,98,2,3,연구원,3,미혼,5381,19294,9,Y,Y,13,3,4,80,0,23,2,3,1,0,0,0,김종하
621,28,Y,적음,1434,연구개발,5,4,기술학위,1,65,3,남자,50,3,1,연구원,3,미혼,3441,11179,1,Y,Y,13,3,3,80,0,2,3,2,2,2,2,2,이연윤
622,35,N,없음,1097,연구개발,11,2,의학,1,70,3,남자,79,2,3,의료 담당자,1,결혼,9884,8302,2,Y,Y,13,3,3,80,1,10,3,3,4,0,2,3,신성성
623,35,N,많음,853,판매,18,5,생명과학,1,74,2,남자,71,3,3,영업사원,1,결혼,9069,11031,1,Y,N,22,4,4,80,1,9,3,2,9,8,1,8,김하문
624,31,N,적음,655,연구개발,7,4,생명과학,1,76,4,남자,48,3,2,연구원,4,이혼,5915,9528,3,Y,N,22,4,4,80,1,10,3,2,7,7,1,7,오성하
625,37,N,적음,1115,연구개발,1,4,생명과학,1,77,1,남자,51,2,2,제조 디렉터,3,이혼,5993,2689,1,Y,N,18,3,3,80,1,7,2,4,7,5,0,7,김이운
626,32,N,적음,427,연구개발,1,3,의학,1,78,1,남자,33,3,2,제조 디렉터,4,결혼,6162,10877,1,Y,Y,22,4,2,80,1,9,3,3,9,8,7,8,김동하
627,36,N,많음,1195,연구개발,11,3,생명과학,1,85,2,남자,95,2,2,제조 디렉터,2,미혼,6499,22656,1,Y,N,13,3,3,80,0,6,3,3,6,5,0,3,전성미
628,45,N,적음,1339,연구개발,7,3,생명과학,1,86,2,남자,59,3,3,분석가,1,이혼,9724,18787,2,Y,N,17,3,3,80,1,25,2,3,1,0,0,0,송호로
629,35,N,많음,664,연구개발,1,3,의학,1,88,2,남자,79,3,1,분석가,1,결혼,2194,5868,4,Y,N,13,3,4,80,1,5,2,2,3,2,1,2,소창피
630,36,Y,적음,318,연구개발,9,3,의학,1,90,4,남자,79,2,1,분석가,3,결혼,3388,21777,0,Y,Y,17,3,1,80,1,2,0,2,1,0,0,0,조성규
631,29,N,적음,1328,연구개발,2,3,생명과학,1,94,3,남자,76,3,1,분석가,2,결혼,2703,4956,0,Y,N,23,4,4,80,1,6,3,3,5,4,0,4,조호연
632,31,N,적음,1082,연구개발,1,4,의학,1,95,3,남자,87,3,1,분석가,2,미혼,2501,18775,1,Y,N,17,3,2,80,0,1,4,3,1,1,1,0,임전하
